Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
,,,,,,,,,ENST00000566869,ENSG00000265408.1
51,ENST00000374983,FLJ45079,chr17:75875110-75878659 ,-65.4,156-209,3487-3540,UTR3,-172.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
52,ENST00000317775,NOS1,chr12:117645948-117799582 ,-65.3,158-210,10071-10123,UTR3,-801.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
53,ENST00000398675,GXYLT1,chr12:42475648-42538681 ,-65.3,156-210,6614-6668,UTR3,-246.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
54,ENST00000413988,EXOC3L2,chr19:45715880-45737469 ,-65.2,156-210,1492-1546,UTR3,-225,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
55,ENST00000488882,RP11-225N10.1,chr3:182501025-182511182 ,-65.1,156-210,1782-1836,ncRNA,-202.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
56,ENST00000569214,RP11-872J21.3,chr14:96967148-96968658 ,-65.1,156-210,1400-1454,ncRNA,-101.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
57,ENST00000360121,SPN,chr16:29674581-29681811 ,-65.1,156-210,5416-5470,UTR3,-633.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
58,ENST00000369287,C10orf118,chr10:115880622-115933979 ,-64.8,156-210,6047-6101,UTR3,-399,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
59,ENST00000570266,RP11-196G11.2,chr16:31054472-31061201 ,-64.8,156-209,371-424,ncRNA,-126.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
60,ENST00000590491,CTC-265F19.2,chr19:2610154-2611860 ,-64.6,156-210,1134-1188,ncRNA,-214.6,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
61,ENST00000582320,MIR144,chr17:27188091-27188984 ,-64.5,156-210,799-853,ncRNA,-128.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
62,ENST00000487624,CTD-2185K10.1,chr3:59050877-59105235 ,-64.4,162-209,455-502,ncRNA,-115.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
63,ENST00000225724,GOSR1,chr17:28804381-28854610 ,-64.4,156-210,5574-5628,UTR3,-436.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
64,ENST00000607978,RP11-792A8.4,chr7:66204817-66205372 ,-64.4,157-210,165-218,ncRNA,-81.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
65,ENST00000409573,ZC3H8,chr2:112969103-113012688 ,-64.4,156-210,4272-4326,UTR3,-248.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
66,ENST00000296506,SCRG1,chr4:174305853-174320687 ,-64.3,156-207,1530-1581,UTR3,-214.1,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
67,ENST00000399196,LINC00243,chr6:30780644-30798436 ,-64.2,158-210,1158-1210,ncRNA,-152.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
68,ENST00000414948,ENO1-IT1,chr1:8935848-8938066 ,-64.1,158-207,673-722,ncRNA,-84.1,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
69,ENST00000260191,HTR3B,chr11:113775400-113817287 ,-64,156-209,1717-1770,UTR3,-183.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
70,ENST00000465933,RP11-755B10.3,chr3:57678933-57682323 ,-63.9,156-210,1394-1448,ncRNA,-114.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
71,ENST00000587894,CTC-265F19.1,chr19:2641837-2643851 ,-63.8,158-210,1112-1164,ncRNA,-210.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
72,ENST00000262039,PIK3C3,chr18:39535172-39667794 ,-63.8,156-210,7468-7522,UTR3,-392.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
73,ENST00000556430,CTD-3051D23.1,chr14:105309001-105312253 ,-63.7,156-209,139-192,ncRNA,-139.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
74,ENST00000564193,RP11-169E6.4,chr16:47038425-47069296 ,-63.7,156-210,446-500,ncRNA,-83.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
75,ENST00000393883,ZNF559,chr19:9434929-9454521 ,-63.6,156-210,312-366,UTR5,-225.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
76,ENSTR0000391707,LINC00685,chrY:231726-232586 ,-63.6,156-207,120-171,ncRNA,-160.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
77,ENST00000391707,LINC00685,chrX:281726-282586 ,-63.6,156-207,120-171,ncRNA,-160.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
78,ENST00000367619,SOAT1,chr1:179262938-179327815 ,-63.5,156-209,5819-5872,UTR3,-392,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
79,ENST00000263372,KCNK6,chr19:38810485-38819660 ,-63.5,157-210,2255-2308,UTR3,-211.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
80,ENST00000395384,QPRT,chr16:29690359-29710020 ,-63.4,156-210,1399-1453,UTR3,-172.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
81,ENST00000609580,SRD5A3-AS1,chr4:56233178-56252573 ,-63.4,156-210,472-526,ncRNA,-78.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
82,ENST00000595103,SRD5A3-AS1,chr4:56233122-56251792 ,-63.4,156-210,347-401,ncRNA,-91.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
83,ENST00000609700,SRD5A3-AS1,chr4:56233180-56249617 ,-63.4,156-210,345-399,ncRNA,-74.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
84,ENST00000609487,SRD5A3-AS1,chr4:56233178-56251782 ,-63.4,156-210,455-509,ncRNA,-69.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
85,ENST00000608086,SRD5A3-AS1,chr4:56233178-56242139 ,-63.4,156-210,487-541,ncRNA,-163.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
86,ENST00000609573,SRD5A3-AS1,chr4:56233185-56251752 ,-63.4,156-210,577-631,ncRNA,-81.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
87,ENST00000609051,SRD5A3-AS1,chr4:56233178-56251775 ,-63.4,156-210,556-610,ncRNA,-78,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
88,ENST00000609500,SRD5A3-AS1,chr4:56233178-56247059 ,-63.4,156-210,323-377,ncRNA,-66.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
89,ENST00000608558,SRD5A3-AS1,chr4:56233178-56249972 ,-63.4,156-210,449-503,ncRNA,-96.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
90,ENST00000608265,SRD5A3-AS1,chr4:56233178-56251775 ,-63.4,156-210,480-534,ncRNA,-82.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
91,ENST00000555248,YAF2,chr12:42625027-42632151 ,-63.3,156-210,2558-2612,UTR3,-206.1,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
92,ENST00000592466,RP11-544A12.4,chr9:134039639-134042712 ,-63.1,158-210,417-469,ncRNA,-94.6,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
93,ENST00000588325,RP11-544A12.4,chr9:134038662-134042707 ,-63.1,158-210,306-358,ncRNA,-126.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
94,ENST00000589095,RP11-544A12.4,chr9:134039748-134042712 ,-63.1,158-210,311-363,ncRNA,-142.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
95,ENST00000315576,EMR2,chr19:14843206-14889349 ,-63.1,156-210,3822-3876,UTR3,-458.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
96,ENST00000353411,SKP1,chr5:133484634-133512729 ,-63,156-207,2368-2419,UTR3,-355,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
97,ENST00000352689,MKLN1,chr7:131012620-131181395 ,-63,156-207,7024-7075,UTR3,-440.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
98,ENST00000393500,FOXP2,chr7:113726616-114310038 ,-63,156-210,5510-5564,UTR3,-252.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
99,ENST00000411895,REV3L-IT1,chr6:111681845-111682810 ,-62.9,156-210,298-352,ncRNA,-71.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
100,ENST00000579849,TMEM98,chr17:31254956-31271333 ,-62.8,156-207,1943-1994,UTR3,-125.9,ENST00000566869,ENSG00000265408.1
1,ENST00000262395,TRAF4,chr17:27071003-27077974 ,-121.9,92-173,1872-1953,UTR3,-783.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
2,ENST00000382426,RP11-1275H24.1,chr7:5465917-5468558 ,-62.2,129-176,1806-1853,ncRNA,-234.3,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
3,ENST00000610122,RP11-1275H24.1,chr7:5465909-5468558 ,-62.2,129-176,1806-1853,ncRNA,-234.3,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
4,ENST00000377474,KCTD12,chr13:77454313-77460525 ,-61.5,118-167,2215-2264,UTR3,-289.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
5,ENST00000306385,BMP1,chr8:22022250-22069839 ,-58.5,127-174,388-435,UTR5,-295,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
6,ENST00000602967,NUTM2E,chr10:81601115-81610632 ,-55.9,121-180,3489-3548,UTR3,-273.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
7,ENST00000292431,NACC1,chr19:13229152-13251955 ,-55,122-171,3921-3970,UTR3,-111.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
8,ENST00000465639,SSPO,chr7:149521343-149531068 ,-54.6,118-169,1718-1769,ncRNA,-194.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
9,ENST00000271715,POGZ,chr1:151375201-151431941 ,-53.8,128-189,4545-4606,"CDS,stop_codon",-324.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
10,ENST00000405142,NUDT16L1,chr16:4743720-4745856 ,-53.7,121-171,680-730,CDS,-306.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
11,ENST00000374656,RING1,chr6:33176273-33180499 ,-53.3,125-176,717-768,CDS,-217.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
12,ENST00000393408,CBX1,chr17:46147415-46178560 ,-53.2,118-177,1465-1524,UTR3,-359,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
13,ENST00000525706,RP11-1007G5.2,chr11:128396038-128400284 ,-52.8,118-171,15-68,ncRNA,-182.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
14,ENST00000263754,KAT2B,chr3:20081516-20195896 ,-52.3,129-176,297-344,UTR5,-355.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
15,ENST00000562343,RP11-923I11.6,chr12:52211684-52213934 ,-52.1,127-177,1897-1947,ncRNA,-285.1,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
16,ENST00000493094,POPDC2,chr3:119361183-119379730 ,-52,130-177,189-236,UTR5,-103.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
17,ENST00000332503,HOXB4,chr17:46652876-46657473 ,-51.8,122-174,1544-1596,UTR5,-292.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
18,ENST00000606802,RP4-734G22.3,chr1:10699299-10714390 ,-51.3,130-177,4895-4942,ncRNA,-337.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
19,ENST00000587320,RP11-397A16.2,chr18:53443959-53448952 ,-51.3,121-176,1694-1749,ncRNA,-299.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
20,ENST00000380494,COL4A3BP,chr5:74666929-74807963 ,-50.8,121-178,4394-4451,UTR3,-251.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
21,ENST00000307145,KLF13,chr15:31619059-31670102 ,-50.2,123-174,5886-5937,UTR3,-252.1,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
22,ENST00000419115,C14orf144,chr14:104710542-104712473 ,-50.1,125-174,348-397,UTR3,-114.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
23,ENST00000544657,RP11-273B20.1,chr12:7281676-7282848 ,-50.1,130-199,58-127,ncRNA,-164.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
24,ENST00000569685,CTA-331P3.1,chr6:110799111-110800639 ,-50,117-176,835-894,ncRNA,-107.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
25,ENST00000441885,SHISA6,chr17:11144581-11467380 ,-49.9,127-175,4416-4464,UTR3,-268,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
26,ENST00000444313,PARVG,chr22:44576771-44604349 ,-49.9,129-177,2323-2371,UTR3,-570.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
27,ENST00000324453,C7orf41,chr7:30174427-30202378 ,-49.3,125-172,4412-4459,UTR3,-320.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
28,ENST00000528737,FAM111A,chr11:58910222-58922512 ,-49.3,123-176,2189-2242,UTR5,-332.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
29,ENST00000414423,WDR26,chr1:224572846-224622001 ,-49.1,121-176,3837-3892,UTR3,-341.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
30,ENST00000409085,AAK1,chr2:69694920-69870849 ,-49.1,129-177,4146-4194,UTR3,-595.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
31,ENST00000225296,DHX33,chr17:5344233-5372380 ,-48.9,119-175,3281-3337,UTR3,-228.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
32,ENST00000373166,TRAPPC3,chr1:36602174-36615070 ,-48.9,121-171,1018-1068,UTR3,-256.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
33,ENST00000320159,ZNF48,chr16:30406741-30411429 ,-48.9,125-175,2298-2348,UTR3,-217.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
34,ENST00000280527,CRIM1,chr2:36583070-36778278 ,-48.8,121-174,3753-3806,UTR3,-440.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
35,ENST00000285208,RAB6B,chr3:133543084-133614660 ,-48.7,127-177,1101-1151,UTR3,-269.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
36,ENST00000326005,OAZ2,chr15:64979773-64995480 ,-48.6,121-181,1836-1896,UTR3,-289.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
37,ENST00000064778,FAM168A,chr11:73111533-73309234 ,-48.6,126-177,1664-1715,UTR3,-325.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
38,ENST00000452501,RP5-1172N10.2,chrX:41134993-41136031 ,-48.5,125-182,545-602,ncRNA,-86.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
39,ENST00000579138,RP11-74H8.1,chr17:65028526-65029406 ,-48.4,128-187,Jan-52,ncRNA,-124.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
40,ENST00000295851,ABI2,chr2:204192943-204312446 ,-48.4,127-178,15328-15379,UTR3,-916.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
41,ENST00000399510,DLG4,chr17:7093210-7123021 ,-48.3,131-192,3805-3866,UTR3,-275.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
42,ENST00000257604,TRAFD1,chr12:112563350-112591407 ,-48.2,127-176,2522-2571,UTR3,-169.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
43,ENST00000558170,ZEB2,chr2:145141649-145278621 ,-47.8,129-176,553-600,UTR5,-455.4,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
44,ENST00000296490,WDR82,chr3:52288438-52312659 ,-47.8,134-187,1893-1946,UTR3,-340.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
45,ENST00000393067,POU2AF1,chr11:111222978-111250417 ,-47.8,124-175,2055-2106,UTR3,-234.1,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
46,ENST00000433197,ERN1,chr17:62116503-62207485 ,-47.7,126-177,3472-3523,UTR3,-276.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
47,ENST00000521487,RAD21-AS1,chr8:117886664-117889107 ,-47.7,122-176,206-260,ncRNA,-83.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
48,ENST00000256925,CABLES1,chr18:20715728-20840431 ,-47.6,122-173,3519-3570,UTR3,-171.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
49,ENST00000375581,F7,chr13:113760122-113774995 ,-47.5,126-175,1524-1573,UTR3,-108.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
50,ENST00000380060,NHS,chrX:17393544-17754114 ,-47.4,127-174,7235-7282,UTR3,-526.3,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
51,ENST00000264828,COL5A3,chr19:10070238-10121147 ,-47.3,121-173,822-874,CDS,-414.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
52,ENST00000406875,HIPK2,chr7:139246317-139477517 ,-47.3,126-174,3699-3747,UTR3,-580.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
53,ENST00000274629,KCNMB1,chr5:169801676-169816681 ,-47.2,126-174,3190-3238,UTR3,-321.1,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
54,ENST00000290894,SHF,chr15:45459413-45493373 ,-47.2,129-176,2271-2318,UTR3,-83.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
55,ENST00000594219,AC093391.2,chr2:136751417-136765327 ,-47,126-176,1231-1281,ncRNA,-213.1,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
56,ENST00000598565,AC093391.2,chr2:136757984-136765282 ,-47,126-176,643-693,ncRNA,-144.4,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
57,ENST00000597450,AC093391.2,chr2:136757219-136765327 ,-47,126-176,1205-1255,ncRNA,-190.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
58,ENST00000412654,PCA3,chr9:79379353-79402485 ,-47,126-176,3736-3786,ncRNA,-266.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
59,ENST00000588387,CTB-55O6.12,chr19:14247992-14282076 ,-46.9,111-170,1409-1468,ncRNA,-491.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
60,ENST00000532697,TBX5-AS1,chr12:114846002-114847419 ,-46.9,122-177,505-560,ncRNA,-80.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
61,ENST00000565181,RP11-1007O24.3,chr15:72765186-72767509 ,-46.9,127-174,700-747,ncRNA,-147.4,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
62,ENST00000301785,HNRNPUL2,chr11:62480103-62494821 ,-46.7,129-177,2832-2880,UTR3,-461.4,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
63,ENST00000311177,HOXB9,chr17:46698519-46703839 ,-46.7,140-188,54-102,UTR5,-134.4,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
64,ENST00000505907,MAN2B2,chr4:6576943-6624128 ,-46.7,127-174,5977-6024,UTR3,-271.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
65,ENST00000606362,RP1-28H20.3,chr20:45318299-45318928 ,-46.7,139-190,398-449,ncRNA,-53,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
66,ENST00000249363,LRRC4,chr7:127667125-127671123 ,-46.7,127-176,3073-3122,UTR3,-418.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
67,ENST00000607453,RP11-156E8.1,chr1:245132653-245134390 ,-46.6,120-174,303-357,CDS,-150.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
68,ENST00000568031,RP11-863P13.3,chr16:88210905-88212216 ,-46.6,118-177,1183-1242,ncRNA,-136.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
69,ENST00000439070,AC002066.1,chr7:116056172-116105330 ,-46.6,121-179,Jan-54,ncRNA,-173.4,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
70,ENST00000609127,RP11-245M24.1,chrX:45364658-45386484 ,-46.4,120-177,1303-1360,ncRNA,-188.9,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
71,ENST00000441492,MIR503HG,chrX:133678457-133680653 ,-46.3,118-177,167-226,ncRNA,-53.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
72,ENST00000244625,TBCC,chr6:42712240-42714558 ,-46.2,121-192,90-161,UTR5,-95.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
73,ENST00000557682,AC013394.2,chr15:93425938-93441975 ,-46,124-174,60-110,ncRNA,-120.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
74,ENST00000295704,RNF25,chr2:219528588-219537134 ,-46,140-189,1830-1879,UTR3,-233.7,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
75,ENST00000001008,FKBP4,chr12:2904120-2913124 ,-45.9,122-172,1688-1738,UTR3,-145.4,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
76,ENST00000484864,AQP10,chr1:154293597-154297801 ,-45.8,121-174,1911-1964,UTR3,-136.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
77,ENST00000311852,MMP14,chr14:23305767-23316970 ,-45.7,118-176,3420-3478,UTR3,-258.8,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
78,ENST00000607746,RP11-861A13.4,chr3:107844669-107857457 ,-45.6,129-178,1363-1412,ncRNA,-129.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
79,ENST00000501122,NEAT1,chr11:65190270-65213011 ,-45.5,110-173,2165-2228,ncRNA,-1327.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
80,ENST00000375527,ZBTB12,chr6:31867385-31869769 ,-45.4,122-171,1630-1679,UTR3,-151.3,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
81,ENST00000334220,DLST,chr14:75348597-75370448 ,-45.4,121-175,2681-2735,UTR3,-163.3,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
82,ENST00000528482,RP11-627G23.1,chr11:134336080-134357809 ,-45.4,121-171,1834-1884,ncRNA,-101.2,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
83,ENST00000270221,EMP3,chr19:48828583-48833810 ,-45.2,121-182,117-178,UTR5,-96.5,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
84,ENST00000369800,NEURL1B,chr5:172068270-172118543 ,-45.2,128-175,2134-2181,UTR3,-229.6,ENST00000579468,ENSG00000265840.1
,,,,,,,,,ENST00000579468,ENSG00000265840.1
